800	1.02237060895345E-4
797	6.50642402919548E-5
794	1.30827239604661E-4
791	9.45453380472336E-5
788	1.14995868736056E-4
785	1.58723997000777E-4
782	1.43801072462934E-4
779	1.01692167539597E-4
776	8.517299425319E-5
773	-1.71355744393657E-5
770	6.96380236853778E-5
767	-3.07601085414505E-5
764	-6.64120354063242E-5
761	4.37860284528957E-5
758	-6.4934230417112E-6
755	1.27307883941357E-4
752	-5.62634084329291E-6
749	6.73841321119591E-5
746	-1.05064392161317E-5
743	1.35967862715738E-5
740	-2.57550913826163E-5
737	-2.47616718479122E-5
734	-4.60930873529867E-6
731	5.8235176505172E-5
728	2.94859745821404E-6
725	1.44143473869137E-5
722	5.09609537682452E-5
719	6.7495001920974E-5
716	-3.80640379742363E-5
713	-5.09219363960031E-6
710	6.0420800305365E-5
707	-2.34565852558489E-5
704	1.71710851192674E-5
701	8.17327152618148E-6
698	-3.83550685774947E-7
695	7.8186005084237E-5
692	-1.43546854056745E-5
689	-1.02881005150273E-4
686	-5.93033332162887E-5
683	9.20080543624381E-5
680	1.19301013790767E-4
677	1.17999479671974E-5
674	-8.55939921657895E-5
671	4.77528051726025E-5
668	-3.91131628260272E-5
665	3.32107170400692E-5
662	-3.63602229247416E-5
659	-7.68600416569436E-5
656	-1.19262764246376E-4
653	-2.22387328527662E-4
650	8.74823815500148E-5
647	2.80861090933004E-5
644	-5.31134671534036E-5
641	2.40631596785575E-5
638	-9.44305992169013E-7
635	2.34458643456657E-5
632	-4.30040885097259E-5
629	6.06833939750987E-5
626	-1.71000816246561E-5
623	-8.29433132241392E-5
620	-8.45419191721791E-6
617	-9.98078595914827E-5
614	-3.2473105510434E-5
611	-1.62163309631199E-5
608	-3.85805400048632E-5
605	-1.32464755023179E-4
602	-3.95490497869357E-5
599	-1.71560623409171E-5
596	-4.4980708877947E-5
593	-6.86346426317836E-5
590	-5.26168214919994E-5
587	-1.20715875814996E-4
584	-2.59685965956567E-6
581	-8.10439332236361E-5
578	2.49258794998222E-6
575	-1.51482370557398E-4
572	-5.91350104943055E-5
569	-3.20594107433536E-5
566	-9.21913577509074E-5
563	-1.11034948863948E-4
560	-7.54468783809352E-5
557	-3.77606526594294E-5
554	-2.21294417111117E-5
551	-4.13313072788415E-5
548	-9.74174709788655E-5
545	5.93771023243692E-8
542	-2.69000819159129E-5
539	-5.91102673133889E-5
536	-5.6099827185002E-5
533	-3.74481834450731E-5
530	-3.77267322899124E-5
527	2.24523216101747E-5
524	-1.10670892232726E-4
521	-1.85761140688267E-6
518	-2.01670836094943E-5
515	-9.25842287361192E-5
512	-6.30601195029332E-5
509	-3.35723133528243E-5
506	-3.28898401997814E-5
503	-8.1024615554432E-5
500	-1.15209703952924E-5
497	-3.08138658040982E-5
494	-4.21458729929853E-5
491	-2.39868156581171E-5
488	-7.64607327430378E-5
485	-1.20728938024378E-5
482	-2.86102451823825E-5
479	-2.37413199076302E-5
476	-3.89627040654538E-5
473	-9.64635755060455E-6
470	-1.22875776127376E-5
467	-4.00658399766666E-5
464	-5.41671562199554E-5
461	2.93682473784419E-5
458	-1.32092315781671E-5
455	-1.22022858847389E-4
452	-3.70557079891999E-5
449	-4.3710942441044E-5
446	-2.35797116213655E-5
443	-4.79347213543589E-6
440	-7.82950542583135E-5
437	-1.28044567422076E-5
434	2.34116144029116E-5
431	3.06098920499045E-5
428	-1.04753203212482E-4
425	1.23927989194266E-5
422	2.30406616926888E-6
419	3.18682432756239E-5
416	-3.19679073814904E-5
413	9.38858415082975E-5
410	4.30832677660163E-5
407	-5.62898022767579E-5
404	-5.30249335029745E-5
401	1.97212043183066E-5
398	-6.96457036532103E-5
395	9.90395455287807E-6
392	-3.75242499077249E-5
389	1.03502417820705E-4
386	-1.13440324077915E-4
383	-5.37859224238203E-5
380	-6.16889739770969E-5
377	-6.22271513310084E-5
374	1.41413500433104E-6
371	3.91050091173609E-6
368	2.73687864335221E-5
365	7.28347922682671E-6
362	3.35250365312716E-6
359	6.21908798655155E-5
356	-5.42463637104479E-5
353	-7.19426290466457E-6
350	6.53545047939099E-6
347	-7.66903620781115E-6
344	-5.45033565593891E-5
341	-4.52918347774056E-5
338	-3.19112671791939E-6
335	-3.88458171826898E-5
332	3.28352379659621E-5
329	3.88424601320899E-5
326	2.67245667004041E-5
323	1.39039769087103E-5
320	-1.60207280348312E-5
317	-2.68524180887984E-5
314	1.63011775017058E-5
311	1.09304990911257E-6
308	-2.47852401295394E-5
305	-7.23458597681624E-5
302	4.78517470943351E-6
299	-4.30618954928931E-5
296	-4.10233812211125E-5
293	1.08128384340658E-4
290	-1.34971655074563E-4
287	-8.90693368869743E-5
284	-6.21722898419225E-5
281	-7.13511965523744E-5
278	-4.49993461366067E-5
275	8.6493358243709E-6
272	4.7613769240161E-5
269	8.01082625342557E-5
266	-4.09993232080221E-5
263	8.0486436458153E-6
260	7.24544232733432E-5
257	5.72586855277276E-5
254	-5.05188194613009E-5
251	1.69934292568674E-4
248	1.25211686243681E-4
245	-1.89658244479198E-4
242	-7.08034477678926E-5
239	1.40275451770257E-4
