analysis_date,data_identifier,replicate_no,integration_time_s,dilution,RSU_area_1s
2023-01-02,2023_01_02_preTea230102,1,5,1,1539.50963
2023-01-02,2023_01_02_postTea230102,1,5,1,1539.50963
